"fipscodes","name","totpop","number_disasters","incl_1372","incl_1396","incl_1501","incl_1552","incl_1613","incl_1798","incl_1919","incl_1946","incl_4004","incl_4017","incl_4040","incl_4336","incl_4339","pa_1372","pa_1396","pa_1501","pa_1552","pa_1613","pa_1798","pa_1919","pa_1946","pa_4004","pa_4017","pa_4040","pa_4336","pa_4339","hmgp_1372","hmgp_1396","hmgp_1501","hmgp_1552","hmgp_1613","hmgp_1798","hmgp_1919","hmgp_1946","hmgp_4004","hmgp_4017","hmgp_4040","hmgp_4336","hmgp_4339","pdm_tot","es_1372","es_1396","es_1501","es_1552","es_1613","es_1798","es_1919","es_1946","es_4004","es_4017","es_4040","es_4336","es_4339","as_1372","as_1396","as_1501","as_1552","as_1613","as_1798","as_1919","as_1946","as_4004","as_4017","as_4040","as_4336","as_4339","r_1372","r_1396","r_1501","r_1552","r_1613","r_1798","r_1919","r_1946","r_4004","r_4017","r_4040","r_4336","r_4339","tot_percap_mil","tot_percap_dollar","maria_percap_mil","maria_percap_dollar"
"51","Dorado",38013,4,0,0,0,1,0,0,1,0,0,0,0,1,1,NA,NA,NA,0.086,NA,NA,0.226,NA,NA,NA,NA,0,3.296,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,0,0,0.045,NA,NA,NA,6.41619743949725e-06,NA,NA,9.66702209570352e-06,NA,NA,NA,NA,3.47472964552033e-06,0.000138409949608785,0,0,0,2.26238392129008e-06,0,0,5.94533449083208e-06,0,0,0,0,0,8.67071791229316e-05,NA,NA,NA,0.35260509711923,NA,NA,0.615011989418589,NA,NA,NA,NA,0,0.626451923203565,9.3915239523321e-06,9.3915239523321,0.000102886170242248,102.886170242248
"53","Fajardo",33912,5,0,0,1,1,0,0,0,0,0,1,0,1,1,NA,NA,0,0.374,NA,NA,NA,NA,NA,0.653,NA,0,3.403,NA,NA,0,0,NA,NA,NA,NA,NA,0.03,NA,0,0,NA,NA,NA,5.54860475405057e-06,6.41619743949725e-06,NA,NA,NA,NA,NA,1.81757235514525e-05,NA,3.47472964552033e-06,0.000138409949608785,0,0,0,1.10285444680349e-05,0,0,0,0,0,2.01403632932295e-05,0,0,0.000100347959424393,NA,NA,0,1.71885989669593,NA,NA,NA,NA,NA,1.10809141854603,NA,0,0.725005389482663,3.11689077612644e-05,31.1689077612644,0.000100347959424393,100.347959424393
"54","Florida",12287,2,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,0.006,NA,NA,NA,NA,NA,NA,NA,NA,1.083,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,6.41619743949725e-06,NA,NA,NA,NA,NA,NA,NA,NA,0.000138409949608785,0,0,0,4.88320989663872e-07,0,0,0,0,0,0,0,0,8.8141938634329e-05,NA,NA,NA,0.0761075378787183,NA,NA,NA,NA,NA,NA,NA,NA,0.636817937463759,4.88320989663872e-07,0.488320989663872,8.8141938634329e-05,88.141938634329
"55","Guanica",17788,6,1,0,1,1,0,1,0,1,0,0,0,0,1,0.158,NA,0.181,0.01,NA,0.089,NA,0.204,NA,NA,NA,NA,2.417,0,NA,0.725287,0,NA,0.0375,NA,0,NA,NA,NA,NA,0,NA,9.37960022366628e-06,NA,5.54860475405057e-06,6.41619743949725e-06,NA,1.92358146098878e-05,NA,2.33144978822186e-05,NA,NA,NA,NA,0.000138409949608785,8.88239262424106e-06,0,5.09493478749719e-05,5.62176748369687e-07,0,7.11153586687655e-06,0,1.14684056667416e-05,0,0,0,0,0.000135878120080953,0.946990533970661,NA,9.18237108847555,0.0876183679930114,NA,0.369702869938298,NA,0.49190017836448,NA,NA,NA,NA,0.981707749081715,7.89738587812008e-05,78.9738587812008,0.000135878120080953,135.878120080953
"57","Guayama",43210,6,0,0,1,1,0,1,0,1,0,1,0,0,1,NA,NA,0.359,0,NA,0.497,NA,0.051,NA,0.274,NA,NA,5.329,NA,NA,0,0,NA,0,NA,0,NA,0,NA,NA,0,NA,NA,NA,5.54860475405057e-06,6.41619743949725e-06,NA,1.92358146098878e-05,NA,2.33144978822186e-05,NA,1.81757235514525e-05,NA,NA,0.000138409949608785,0,0,8.30826197639435e-06,0,0,1.15019671372368e-05,0,1.18028234205045e-06,0,6.3411247396436e-06,0,0,0.000123327933348762,NA,NA,1.49736056984942,0,NA,0.597945414348317,NA,0.0506243946583393,NA,0.348878806485635,NA,NA,0.891033727686109,2.73316361953252e-05,27.3316361953252,0.000123327933348762,123.327933348762
"59","Guayanilla",20025,5,1,0,0,1,1,1,0,0,0,0,0,0,1,0.217,NA,NA,0.006,0.053,0.149,NA,NA,NA,NA,NA,NA,5.458,0,NA,NA,0,0,0.01875,NA,NA,NA,NA,NA,NA,0,NA,9.37960022366628e-06,NA,NA,6.41619743949725e-06,1.29621043732017e-05,1.92358146098878e-05,NA,NA,NA,NA,NA,NA,0.000138409949608785,1.083645443196e-05,0,0,2.99625468164794e-07,2.64669163545568e-06,8.37702871410737e-06,0,0,0,0,0,0,0.000272559300873908,1.15532156739665,NA,NA,0.0466982930295037,0.204186878862628,0.435491237776919,NA,NA,NA,NA,NA,NA,1.96921754284498,2.21598002496879e-05,22.1598002496879,0.000272559300873908,272.559300873908
"61","Guaynabo",92444,4,0,0,0,1,0,0,0,0,0,1,0,1,1,NA,NA,NA,0.234,NA,NA,NA,NA,NA,1.002,NA,0.771,5.351,NA,NA,0.173114,0,NA,NA,NA,NA,NA,0,NA,0,0,0.03738318,NA,NA,NA,6.41619743949725e-06,NA,NA,NA,NA,NA,1.81757235514525e-05,NA,3.47472964552033e-06,0.000138409949608785,0,0,1.8726364069058e-06,2.53126216952966e-06,0,0,0,0,0,1.08389944182424e-05,0,8.34018432780927e-06,5.7883691748518e-05,NA,NA,NA,0.394511265184508,NA,NA,NA,NA,NA,0.596344590495062,NA,2.40023978226955,0.418204702133959,2.39874646272338e-05,23.9874646272338,5.7883691748518e-05,57.883691748518
"63","Gurabo",46990,5,0,0,0,1,0,1,0,0,0,1,0,1,1,NA,NA,NA,0.143,NA,0.238,NA,NA,NA,1.229,NA,0.241,5.659,NA,NA,0.02925,0,NA,0.008119,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,6.41619743949725e-06,NA,1.92358146098878e-05,NA,NA,NA,1.81757235514525e-05,NA,3.47472964552033e-06,0.000138409949608785,0,0,6.22472866567355e-07,3.04320068099596e-06,0,5.23768886997233e-06,0,0,0,2.61545009576506e-05,0,5.12875079804214e-06,0.000120429878697595,NA,NA,NA,0.474299724983901,NA,0.272288383736034,NA,NA,NA,1.43897990545529,NA,1.4760143439229,0.870095531701226,4.01866141732283e-05,40.1866141732283,0.000120429878697595,120.429878697595
"65","Hatillo",41327,4,0,0,0,1,0,0,0,0,1,0,0,1,1,NA,NA,NA,0.486,NA,NA,NA,NA,0.029,NA,NA,0.013,1.767,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,6.41619743949725e-06,NA,NA,NA,NA,1.10517119280744e-05,NA,NA,3.47472964552033e-06,0.000138409949608785,0,0,0,1.17598664311467e-05,0,0,0,0,7.01720424903816e-07,0,0,3.14564328405159e-07,4.27565514070704e-05,NA,NA,NA,1.8328404856675,NA,NA,NA,NA,0.0634942739614171,NA,NA,0.0905291520480448,0.308912412206794,1.27761511844557e-05,12.7761511844557,4.27565514070704e-05,42.7565514070704
"67","Hormigueros",16678,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0.041,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,1.383,0.02775,NA,NA,0,NA,0.015,NA,NA,NA,NA,NA,NA,0,NA,9.37960022366628e-06,NA,NA,6.41619743949725e-06,NA,NA,NA,NA,NA,NA,NA,NA,0.000138409949608785,4.12219690610385e-06,0,0,5.99592277251469e-07,0,8.99388415877203e-07,0,0,0,0,0,0,8.29236119438782e-05,0.439485352019894,NA,NA,0.0934497859371439,NA,NA,NA,NA,NA,NA,NA,NA,0.599115975247889,5.62117759923252e-06,5.62117759923252,8.29236119438782e-05,82.9236119438782
"69","Humacao",55621,4,0,0,0,1,0,1,0,0,0,1,0,0,1,NA,NA,NA,0.116,NA,0.358,NA,NA,NA,0.769,NA,NA,11.63,NA,NA,NA,0,NA,0,NA,NA,NA,0.038145,NA,NA,0,NA,NA,NA,NA,6.41619743949725e-06,NA,1.92358146098878e-05,NA,NA,NA,1.81757235514525e-05,NA,NA,0.000138409949608785,0,0,0,2.08554323007497e-06,0,6.43641789971414e-06,0,0,0,1.45115154348178e-05,0,0,0.000209093687635965,NA,NA,NA,0.325043493399478,NA,0.334605943665397,NA,NA,NA,0.798400976650974,NA,NA,1.51068393729618,2.30334765646069e-05,23.0334765646069,0.000209093687635965,209.093687635965
"71","Isabela",43919,2,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,0.057,NA,NA,NA,NA,NA,NA,NA,NA,6.986,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,6.41619743949725e-06,NA,NA,NA,NA,NA,NA,NA,NA,0.000138409949608785,0,0,0,1.29784375782691e-06,0,0,0,0,0,0,0,0,0.000159065552494365,NA,NA,NA,0.2022761565655,NA,NA,NA,NA,NA,NA,NA,NA,1.14923495705304,1.29784375782691e-06,1.29784375782691,0.000159065552494365,159.065552494365
"73","Jayuya",15605,7,0,1,0,1,1,0,0,1,0,1,0,1,1,NA,0.101,NA,0.22,0.668,NA,NA,1.697,NA,3.332,NA,0.087,10.077,NA,0,NA,0,0,NA,NA,0,NA,0,NA,0,0,NA,NA,5.78057740497768e-06,NA,6.41619743949725e-06,1.29621043732017e-05,NA,NA,2.33144978822186e-05,NA,1.81757235514525e-05,NA,3.47472964552033e-06,0.000138409949608785,0,6.47228452419096e-06,0,1.40980454982377e-05,4.28067926946492e-05,0,0,0.000108747196411407,0,0.00021352130727331,0,5.57513617430311e-06,0.000645754565844281,NA,1.11966055823725,NA,2.19725867714919,3.30245702874831,NA,NA,4.66435935960454,NA,11.7476097536841,NA,1.60448056195988,4.665521284196,0.000391220762576097,391.220762576097,0.000645754565844281,645.754565844281
"75","Juana Díaz",48658,6,0,0,1,1,1,0,0,0,0,1,1,0,1,NA,NA,0,0.118,0.095,NA,NA,NA,NA,0.096,0,NA,5.511,NA,NA,0,0,0,NA,NA,NA,NA,0,0,NA,0,NA,NA,NA,5.54860475405057e-06,6.41619743949725e-06,1.29621043732017e-05,NA,NA,NA,NA,1.81757235514525e-05,1.03953174245835e-07,NA,0.000138409949608785,0,0,0,2.4250893994821e-06,1.95240248263389e-06,0,0,0,0,1.97295408771425e-06,0,0,0.000113259895597846,NA,NA,0,0.377963649396693,0.150623882235539,NA,NA,NA,NA,0.108548860909396,0,NA,0.818293019526234,6.35044596983024e-06,6.35044596983024,0.000113259895597846,113.259895597846
"77","Juncos",39942,7,0,1,1,1,0,1,0,0,0,1,0,1,1,NA,0.152,0.185,0.071,NA,0.41,NA,NA,NA,1.498,NA,0,1.168,NA,0,0,0,NA,0.826384,NA,NA,NA,0,NA,0,0,NA,NA,5.78057740497768e-06,5.54860475405057e-06,6.41619743949725e-06,NA,1.92358146098878e-05,NA,NA,NA,1.81757235514525e-05,NA,3.47472964552033e-06,0.000138409949608785,0,3.8055180011016e-06,4.63171598818287e-06,1.77757748735667e-06,0,3.09544840018026e-05,0,0,0,3.75043813529618e-05,0,0,2.92424014821491e-05,NA,0.658328352774007,0.834753274650108,0.277045322267382,NA,1.60921097596205,NA,NA,NA,2.06343264667253,NA,0,0.21127383952384,7.86736768314055e-05,78.6736768314055,2.92424014821491e-05,29.2424014821491
"79","Lajas",24323,5,1,0,1,1,0,1,0,0,0,0,0,0,1,0.229,NA,0.097,0.003,NA,0.231,NA,NA,NA,NA,NA,NA,3.856,0,NA,0,0,NA,0,NA,NA,NA,0.01875,NA,NA,0,NA,9.37960022366628e-06,NA,5.54860475405057e-06,6.41619743949725e-06,NA,1.92358146098878e-05,NA,NA,NA,NA,NA,NA,0.000138409949608785,9.41495703654977e-06,0,3.98799490194466e-06,1.23340048513752e-07,0,9.49718373555894e-06,0,0,0,7.70875303210953e-07,0,0,0.000158533075689676,1.00376954369487,NA,0.718738327691005,0.0192232314664271,NA,0.493724020956051,NA,NA,NA,NA,NA,NA,1.14538785786549,2.37943510257781e-05,23.7943510257781,0.000158533075689676,158.533075689676
"81","Lares",28052,5,1,0,0,1,1,0,0,1,0,0,0,0,1,0.158,NA,NA,0,0.057,NA,NA,0.674,NA,NA,NA,NA,2.237,0,NA,NA,3.527464,0,NA,NA,0,NA,0.034486,NA,NA,0,NA,9.37960022366628e-06,NA,NA,6.41619743949725e-06,1.29621043732017e-05,NA,NA,2.33144978822186e-05,NA,NA,NA,NA,0.000138409949608785,5.63239697704264e-06,0,0,0.00012574732639384,2.03194068159133e-06,0,0,2.40268073577642e-05,0,1.22935976044489e-06,0,0,7.97447597319264e-05,0.600494353995085,NA,NA,19.598419091619,0.156760092581281,NA,NA,1.0305522117244,NA,NA,NA,NA,0.576149040999761,0.000158667831170683,158.667831170683,7.97447597319264e-05,79.7447597319264
"83","Las Marías",9093,6,1,0,0,1,0,1,0,1,0,1,0,0,1,0.079,NA,NA,0.14,NA,0.019,NA,0.226,NA,0.144,NA,NA,4.946,0,NA,NA,0,NA,0,NA,0,NA,0,NA,NA,0,NA,9.37960022366628e-06,NA,NA,6.41619743949725e-06,NA,1.92358146098878e-05,NA,2.33144978822186e-05,NA,1.81757235514525e-05,NA,NA,0.000138409949608785,8.68800175959529e-06,0,0,1.53964588144727e-05,0,2.08951941053558e-06,0,2.48542835147916e-05,0,1.58363576377433e-05,0,0,0.000543934894974156,0.92626567789894,NA,NA,2.39962360255533,NA,0.108626510127702,NA,1.0660441258633,NA,0.871291731133188,NA,NA,3.92988290590082,6.68646211371385e-05,66.8646211371385,0.000543934894974156,543.934894974156
"85","Las Piedras",38466,6,0,0,0,1,0,1,0,0,1,1,0,1,1,NA,NA,NA,0.366,NA,1.166,NA,NA,0.316,0.719,NA,0,6.426,NA,NA,NA,0,NA,0.028905,NA,NA,0,0.407453,NA,0,0,NA,NA,NA,NA,6.41619743949725e-06,NA,1.92358146098878e-05,NA,NA,1.10517119280744e-05,1.81757235514525e-05,NA,3.47472964552033e-06,0.000138409949608785,0,0,0,9.51489627203244e-06,0,3.10639265845162e-05,0,0,8.21504705454167e-06,2.92843810118026e-05,0,0,0.000167056621431914,NA,NA,NA,1.48294942008175,NA,1.6149004975619,NA,NA,0.74332801180541,1.61118103105515,NA,0,1.20696974389557,7.80782509228929e-05,78.0782509228929,0.000167056621431914,167.056621431914
"87","Loíza",27857,5,0,0,1,1,0,0,0,0,0,1,0,1,1,NA,NA,0,0.303,NA,NA,NA,NA,NA,0.485,NA,0.161,4.542,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,5.54860475405057e-06,6.41619743949725e-06,NA,NA,NA,NA,NA,1.81757235514525e-05,NA,3.47472964552033e-06,0.000138409949608785,0,0,0,1.08769788563018e-05,0,0,0,0,0,1.74103456940805e-05,0,5.77951681803496e-06,0.000163046989984564,NA,NA,0,1.69523755446561,NA,NA,NA,NA,NA,0.957890102410209,NA,1.66329971181672,1.17800050101467,3.40668413684173e-05,34.0668413684173,0.000163046989984564,163.046989984564
"89","Luquillo",19237,5,0,0,1,1,0,0,0,0,0,1,0,1,1,NA,NA,0.126,0.074,NA,NA,NA,NA,NA,0.456,NA,0.296,2.971,NA,NA,0,0,NA,NA,0.022,NA,NA,0,NA,0,0,NA,NA,NA,5.54860475405057e-06,6.41619743949725e-06,NA,NA,NA,NA,NA,1.81757235514525e-05,NA,3.47472964552033e-06,0.000138409949608785,0,0,6.54987783957998e-06,3.84675365181681e-06,0,0,1.14362946405365e-06,0,0,2.37043198003847e-05,0,1.53870146072672e-05,0.000154441960804699,NA,NA,1.1804549305478,0.599537917604704,NA,NA,NA,NA,NA,1.3041747544895,NA,4.42826239074582,1.11582990414511,5.06315953631024e-05,50.6315953631024,0.000154441960804699,154.441960804699
"91","Manatí",41468,2,0,0,0,1,0,0,0,0,0,0,0,0,1,NA,NA,NA,0.043,NA,NA,NA,NA,NA,NA,NA,NA,5.924,NA,NA,0.03375,0,NA,NA,NA,NA,NA,0.03,NA,NA,0,NA,NA,NA,NA,6.41619743949725e-06,NA,NA,NA,NA,NA,NA,NA,NA,0.000138409949608785,0,0,8.13880582617922e-07,1.0369441497058e-06,0,0,0,0,0,7.23449406771486e-07,0,0,0.000142857142857143,NA,NA,NA,0.161613503867962,NA,NA,NA,NA,NA,NA,NA,NA,1.03213058931766,2.57427413909521e-06,2.57427413909521,0.000142857142857143,142.857142857143
"93","Maricao",6274,6,1,0,0,1,1,0,0,1,0,1,0,0,1,0.041,NA,NA,0.274,0.196,NA,NA,0.736,NA,0.091,NA,NA,3.465,0,NA,NA,0,0,NA,NA,0,NA,0,NA,NA,0,NA,9.37960022366628e-06,NA,NA,6.41619743949725e-06,1.29621043732017e-05,NA,NA,2.33144978822186e-05,NA,1.81757235514525e-05,NA,NA,0.000138409949608785,6.53490596110934e-06,0,0,4.36722983742429e-05,3.12400382531081e-05,0,0,0.000117309531399426,0,1.45043034746573e-05,0,0,0.000552279247688875,0.696714764518502,NA,NA,6.80657021328585,2.41010543918276,NA,NA,5.03161303288866,NA,0.798004185836014,NA,NA,3.99017013769524,0.000213261077462544,213.261077462544,0.000552279247688875,552.279247688875
"95","Maunabo",11506,5,0,0,1,1,0,1,0,0,0,1,0,0,1,NA,NA,0.242,0.427,NA,1.581,NA,NA,NA,0.3,NA,NA,10.347,NA,NA,0,0,0.016935,0,NA,NA,0.03,0,NA,NA,0,NA,NA,NA,5.54860475405057e-06,6.41619743949725e-06,NA,1.92358146098878e-05,NA,NA,NA,1.81757235514525e-05,NA,NA,0.000138409949608785,0,0,2.10325047801147e-05,3.71110724839214e-05,1.47184077872414e-06,0.000137406570484964,0,0,2.60733530332001e-06,2.60733530332001e-05,0,0,0.00089926994611507,NA,NA,3.79059343968602,5.78396672388394,NA,7.14326755958302,NA,NA,NA,1.43451527304488,NA,NA,6.49714813607588,0.000225702676864245,225.702676864245,0.00089926994611507,899.26994611507
"97","Mayagüez",81594,3,0,0,0,1,0,0,0,1,0,0,0,0,1,NA,NA,NA,0.094,NA,NA,NA,0.557,NA,NA,NA,NA,12.138,NA,NA,NA,0,0.100902,0.183236,NA,0,0.068513,NA,NA,NA,0,0.045,NA,NA,NA,6.41619743949725e-06,NA,NA,NA,2.33144978822186e-05,NA,NA,NA,NA,0.000138409949608785,0,0,0,1.15204549354119e-06,1.23663504669461e-06,2.24570434100547e-06,0,6.8264823393877e-06,8.39681839350933e-07,0,0,0,0.000148760938304287,NA,NA,NA,0.179552687460856,NA,NA,NA,0.292799886743179,NA,NA,NA,NA,1.07478500443617,1.28520602005049e-05,12.8520602005049,0.000148760938304287,148.760938304287
"99","Moca",38289,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0.03,NA,NA,0.004,NA,NA,NA,NA,NA,NA,NA,NA,2.574,0,NA,0.01709,0,NA,0.024188,NA,NA,NA,0.465563,0.024768,NA,0,NA,9.37960022366628e-06,NA,NA,6.41619743949725e-06,NA,NA,NA,NA,NA,NA,NA,NA,0.000138409949608785,7.83514847606362e-07,0,4.46342291519758e-07,1.04468646347515e-07,0,6.31721904463423e-07,0,0,0,1.2159184099872e-05,6.46869858183813e-07,0,6.72255739246259e-05,0.0835339277711885,NA,NA,0.0162820186461875,NA,NA,NA,NA,NA,NA,NA,NA,0.485698998624296,1.47721016479929e-05,14.7721016479929,6.72255739246259e-05,67.2255739246259
"101","Morovis",32087,6,0,1,0,1,0,0,0,1,1,1,0,0,1,NA,0.046,NA,0.035,NA,NA,NA,0.097,0.3,0.258,NA,NA,3.695,NA,0,NA,0,NA,NA,NA,0,0,0,NA,NA,0,NA,NA,5.78057740497768e-06,NA,6.41619743949725e-06,NA,NA,NA,2.33144978822186e-05,1.10517119280744e-05,1.81757235514525e-05,NA,NA,0.000138409949608785,0,1.43360239349269e-06,0,1.0907844298314e-06,0,0,0,3.02303113410415e-06,9.34958082712625e-06,8.04063951132858e-06,0,0,0.000115155670520772,NA,0.248003320958597,NA,0.170004810499857,NA,NA,NA,0.129663145626213,0.845984847232196,0.442383462125557,NA,NA,0.831989830545123,2.29376382958831e-05,22.9376382958831,0.000115155670520772,115.155670520772
